,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,is_pseudo,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts,polyT_randO_distance,10x_polyT_distance,10x_randO_distance,10x_parse_distance
0,ENSG00000000003.17,TSPAN6,1655.0,40.6578947368421,False,True,False,False,False,False,4.0,1.317012562456028e-07,1.0,5.7864078321576025e-08,0.0,0.0,1.0,4.6293447963317445e-08,5.131874964188474e-10,1.045099943547266e-09,3.0076293539678006e-09,1.4437354857428318e-09
1,ENSG00000000419.15,DPM1,1074.5,37.57892132737843,False,True,False,False,False,False,898.0,3.26289862348481e-05,945.0,6.44605832502357e-05,492.0,3.5475588011125924e-05,945.0,5.1617194479098946e-05,0.00019221550192247803,0.00013942159477762955,1.348723471521435e-05,7.433578447857705e-05
2,ENSG00000000457.15,SCYL3,2870.0,44.61592423710979,False,True,False,False,False,False,346.0,1.2248216830841063e-05,297.0,1.8979417689476938e-05,262.0,1.85514542810475e-05,361.0,1.842479228940034e-05,4.5743123510618227e-07,3.089558790899288e-05,2.665084596453603e-05,2.7255894456480585e-05
3,ENSG00000000460.18,FIRRM,3086.5,41.769197509475696,False,True,False,False,False,False,236.0,8.823984168455389e-06,317.0,2.10046604307321e-05,308.0,2.141553845075308e-05,404.0,2.1063518823309437e-05,2.394368695108475e-06,7.106703114597302e-05,6.622843600631293e-05,7.139092678165147e-05
4,ENSG00000000938.14,FGR,2385.5,57.13390879903677,False,True,False,False,False,False,4393.0,0.00028737214112790535,3004.0,0.0002780368963351728,3869.0,0.00047153240284880036,4067.0,0.0003604407858423896,0.0005436596302980649,2.898099297084716e-05,0.0002962631423200044,0.00012076233097048827
5,ENSG00000000971.18,CFH,3096.5,39.22819911227539,False,True,False,False,False,False,26.0,8.560581655964184e-07,27.0,1.9673786629335848e-06,9.0,6.509282203876317e-07,27.0,1.5276837827894756e-06,1.6240676272307475e-05,1.5466472804268078e-06,3.611595143327573e-08,7.135453067629352e-07
6,ENSG00000001036.15,FUCA2,1316.0,48.23393167342212,False,True,False,False,False,False,729.0,2.6010998108506557e-05,293.0,1.8805825454512208e-05,203.0,1.4255328026489133e-05,337.0,1.759151022606063e-05,1.6071148294808574e-05,4.193700449524531e-06,2.2470710090527828e-05,9.230461293604217e-06
7,ENSG00000001084.14,GCLC,1800.0,44.20079260237781,False,True,False,False,False,False,575.0,2.094049974305085e-05,701.0,4.849009763348071e-05,529.0,3.8665136291025324e-05,789.0,4.421024280496816e-05,1.4323275359150449e-05,0.00014296640965524748,7.81322526868842e-05,0.00011640560352794593
8,ENSG00000001167.16,NFYA,3759.0,46.88057157445967,False,True,False,False,False,False,454.0,1.6199254518209146e-05,774.0,5.740116569500342e-05,726.0,5.76071475043054e-05,982.0,5.902414615322974e-05,4.513306975970659e-06,0.0002425922940555352,0.00021694467605124027,0.00025281674832144496
9,ENSG00000001460.19,STPG1,1685.0,49.5114006514658,False,True,False,False,False,False,50.0,1.8108922733770388e-06,21.0,1.2151456447530966e-06,23.0,1.562227728930316e-06,27.0,1.2962165429728883e-06,6.981870840814338e-07,6.220930089379511e-07,1.7572998698754513e-08,4.302629074078791e-07
10,ENSG00000001461.20,NIPAL3,4112.0,49.73290886614989,False,True,False,False,False,False,628.0,2.4496433661682126e-05,488.0,3.494990330623192e-05,357.0,2.6622964213854136e-05,545.0,3.059996910375283e-05,2.1199302218830485e-05,4.216859192096088e-05,1.0114432934998036e-05,2.2242294984588654e-05
11,ENSG00000001497.19,LAS1L,2386.0,53.90001968833256,False,True,False,False,False,False,504.0,1.7549192394726575e-05,408.0,2.563378669645818e-05,417.0,2.9877605315792294e-05,521.0,2.694278671465075e-05,2.024481147642684e-05,3.471772279443883e-05,5.40998974483114e-05,4.094740832733449e-05
12,ENSG00000001561.8,ENPP4,4665.0,34.65896942484499,False,True,False,False,False,False,191.0,6.51921218415734e-06,138.0,8.853203983201132e-06,72.0,4.751776008829711e-06,141.0,7.036604090424252e-06,5.505625035483448e-05,8.868828897468694e-06,1.3459603981968905e-06,1.6385573996228053e-06
13,ENSG00000001617.13,SEMA3F,3126.0,61.362371664672665,False,True,False,False,False,False,5.0,1.6462657030700353e-07,5.0,2.893203916078801e-07,9.0,6.509282203876317e-07,11.0,5.092279275964918e-07,1.7583388328491905e-07,4.584184559257862e-09,4.148824983086341e-08,2.719055678637743e-08
14,ENSG00000001626.19,CFTR,4037.0,41.2124580998066,False,True,False,False,False,False,7.0,2.3047719842980494e-07,10.0,5.786407832157602e-07,4.0,2.6037128815505267e-07,8.0,3.7034758370653956e-07,4.192341350865023e-07,4.704061688245603e-08,8.649515402474843e-10,9.78958093051055e-09
15,ENSG00000001629.11,ANKIB1,4063.0,42.90984921398781,False,True,False,False,False,False,2445.0,0.0001215602595146914,2203.0,0.00018736388560526318,1329.0,0.00010720787789784294,2270.0,0.00015225915035135107,0.00024474650712763747,0.00016276977522234823,6.969048809434756e-06,7.293854150568168e-05
16,ENSG00000001630.19,CYP51A1,2220.0,41.0459587955626,False,True,False,False,False,False,17.0,5.59730339043812e-07,91.0,5.612815597192875e-06,82.0,5.402704229217343e-06,111.0,5.370039963744824e-06,1.5947907769126174e-09,6.904505641454884e-06,5.69015734166099e-06,6.632911657910929e-06
17,ENSG00000001631.18,KRIT1,3835.0,39.06844106463878,False,True,False,False,False,False,745.0,2.713045878659418e-05,682.0,4.467106846425669e-05,387.0,2.7273892434241765e-05,699.0,3.652553044305746e-05,0.00010414563959302972,7.485325783609684e-05,5.81455895105601e-06,3.499001301760976e-05
18,ENSG00000002016.19,RAD52,1894.0,50.02794857462269,False,True,False,False,False,False,726.0,2.8546247291234413e-05,237.0,1.5333980755217647e-05,318.0,2.2522116425412055e-05,350.0,1.8378498841437026e-05,5.816999387441467e-05,3.484596799492847e-05,2.164394870985541e-07,1.3909093542636063e-05
19,ENSG00000002330.15,BAD,954.0,65.91846919440059,False,True,False,False,False,False,757.0,2.666950438973457e-05,60.0,3.6454369342592897e-06,97.0,6.769653492031369e-06,105.0,5.045985828001601e-06,2.9825363817829345e-05,0.00047486385438806736,0.0001801317264202031,0.00034286135344568897
20,ENSG00000002549.14,LAP3,850.0,47.01567435132981,False,True,False,False,False,False,2510.0,0.00012304189864745444,1914.0,0.0001571588367214005,1357.0,0.00011365206727968049,2066.0,0.0001396210390573654,5.65251936083464e-05,8.406478290714256e-05,1.2136124934360407e-05,4.425091964191789e-05
21,ENSG00000002587.11,HS3ST1,1636.0,54.88997555012225,False,True,False,False,False,False,99.0,3.6547098608154785e-06,28.0,2.025242741255161e-06,29.0,2.213155949317948e-06,35.0,1.8054444705693803e-06,3.448292454890162e-07,4.931178881319086e-06,2.654968238781206e-06,7.479172487519135e-06
22,ENSG00000002726.22,AOC1,2465.0,60.40220104402454,False,True,False,False,False,False,0.0,0.0,1.0,5.7864078321576025e-08,0.0,0.0,0.0,0.0,5.131874964188474e-10,1e-10,,
23,ENSG00000002745.13,WNT16,2190.0,46.97444831591173,False,True,False,False,False,False,17.0,5.926556531052127e-07,3.0,1.7359223496472808e-07,1.0,6.509282203876317e-08,4.0,1.8517379185326978e-07,9.804425292839375e-09,2.8285642013618206e-07,4.270833168562066e-07,2.6982535883258603e-07
24,ENSG00000002746.16,HECW1,679.5,50.05673178149492,False,True,False,False,False,False,13.0,4.280290827982092e-07,15.0,8.679611748236404e-07,3.0,1.952784661162895e-07,11.0,5.092279275964918e-07,3.1629268141738017e-06,1.6836730657913023e-07,4.4160153974948884e-08,1.069446825204956e-08
25,ENSG00000002822.17,MAD1L1,2551.0,62.22910216718266,False,True,False,False,False,False,35.0,1.1523859921490246e-06,25.0,1.4466019580394007e-06,76.0,4.9470544749460005e-06,62.0,2.8701937737256813e-06,2.8097498960600744e-05,2.586728913159969e-07,9.197252013564626e-06,3.734339785088664e-06
26,ENSG00000002834.20,LASP1,3848.0,56.67022411953042,False,True,False,False,False,False,1334.0,5.3042680952916536e-05,1180.0,7.86951465173434e-05,2026.0,0.00017711756876747457,2017.0,0.00012189064848741482,0.0006455205913059022,8.640065353381922e-05,0.0004462460967576976,0.0002619443619553166
27,ENSG00000002919.16,SNX11,2165.0,52.060737527114966,False,True,False,False,False,False,599.0,2.1829483222708667e-05,150.0,9.084660296487436e-06,152.0,1.0870501280473449e-05,184.0,9.258689592663488e-06,9.749037645719627e-06,7.12009738795304e-05,3.108096964995136e-05,7.046312235463686e-05
28,ENSG00000002933.10,TMEM176A,1177.0,59.5275590551181,False,True,False,False,False,False,48.0,1.8767429014998403e-06,4.0,2.314563132863041e-07,14.0,9.763923305814475e-07,14.0,6.481082714864442e-07,4.2275724495084035e-07,1.1578060971920904e-05,1.5514009635222925e-06,4.7892998637973435e-06
29,ENSG00000003056.9,M6PR,2198.0,45.71428571428572,False,True,False,False,False,False,692.0,2.512201462884874e-05,1088.0,7.574407852294302e-05,771.0,5.689112646187901e-05,1238.0,6.920870470515957e-05,3.247868362259832e-05,0.000263057825460094,0.00014255286585549313,0.00022565606043221964
30,ENSG00000003096.16,KLHL13,3256.0,42.2014449638759,False,True,False,False,False,False,72.0,3.687635174876879e-06,68.0,6.538640850338091e-06,51.0,4.100847788442079e-06,72.0,5.277453067818188e-06,2.176451806435308e-05,1.1675837445338713e-05,9.813181586000373e-07,5.121152718475365e-06
31,ENSG00000003147.20,ICA1,1781.0,47.29032258064516,False,True,False,False,False,False,180.0,7.111867837262553e-06,163.0,1.0878446724456294e-05,134.0,1.0154480238047054e-05,190.0,1.0554906135636376e-05,7.145998120761568e-08,1.6468689533998552e-05,1.1651548713551827e-05,1.4428094429388543e-05
32,ENSG00000003249.16,DBNDD1,2075.0,61.98745779064159,False,True,False,False,False,False,7.0,2.3047719842980494e-07,2.0,1.1572815664315205e-07,2.0,1.3018564407752634e-07,3.0,1.3888034388995233e-07,2.145278493482184e-10,5.527039621897878e-09,3.3222637088215454e-09,3.392512665370728e-09
33,ENSG00000003393.17,ALS2,5760.0,45.19850187265917,False,True,False,False,False,False,388.0,1.3960333162033899e-05,615.0,4.3745243211111477e-05,511.0,3.8144393714715214e-05,716.0,4.027529972808617e-05,2.416683724285144e-06,0.00017835506084086872,0.00012677109515961144,0.00015551731008996012
34,ENSG00000003400.17,CASP10,1645.0,46.54422426292895,False,True,False,False,False,False,1003.0,3.8423841509654624e-05,819.0,5.462368993556777e-05,846.0,6.294475891148397e-05,1073.0,5.846862477766993e-05,3.19262791052048e-05,5.903797355276795e-05,8.99170104456676e-05,7.347088935384491e-05
35,ENSG00000003402.22,CFLAR,1830.0,48.21861014250021,False,True,False,False,False,False,3486.0,0.0001687093092506172,3713.0,0.00035424388748468846,3613.0,0.000388083404995106,4396.0,0.0003734955381680451,5.980028311069445e-05,0.0004137198358751725,0.00046076586038677205,0.0004521040813143667
36,ENSG00000003436.17,TFPI,2619.5,35.58247725283516,False,True,False,False,False,False,38.0,1.3828631905788297e-06,29.0,1.9673786629335848e-06,10.0,7.160210424263948e-07,25.0,1.4350968868628407e-06,1.4097105899685885e-05,8.326789796631138e-07,8.196905839360492e-07,4.528877938026025e-08
37,ENSG00000003509.17,NDUFAF7,1332.5,43.00113303011686,False,True,False,False,True,False,442.0,1.5771225435410938e-05,401.0,2.6733204184568125e-05,221.0,1.568737011134192e-05,434.0,2.300784363776877e-05,9.399758388159542e-05,5.2426165399123335e-05,2.6365748137134786e-06,3.072239664638178e-05
38,ENSG00000003756.18,RBM5,1931.0,49.1903418292797,False,True,False,False,False,False,1902.0,7.668305644900225e-05,2496.0,0.0001930924293590992,2359.0,0.00020491220377802645,3035.0,0.00019938588037800824,2.96634318385611e-05,0.0003881066996254259,0.00039356643259927127,0.00040686493362257237
39,ENSG00000003987.15,MTMR7,729.0,45.65819514539774,False,True,False,False,False,False,225.0,7.770374118490566e-06,18.0,1.0415534097883685e-06,13.0,8.462066865039211e-07,22.0,1.0184558551929837e-06,1.660934256678606e-07,0.0001407839558470662,0.00013546198047364815,0.00014644909817198022
40,ENSG00000003989.19,SLC7A2,6783.5,42.00174997498843,False,True,False,False,False,False,2.0,6.58506281228014e-08,1.0,5.7864078321576025e-08,1.0,6.509282203876317e-08,1.0,4.6293447963317445e-08,1.0838838362782753e-10,1.0133883460311161e-10,1.00473632268949e-10,1.1649456821334974e-10
41,ENSG00000004059.12,ARF5,897.0,59.88495073002115,False,True,False,False,False,False,303.0,1.027269798715702e-05,121.0,7.290873868518579e-06,231.0,1.562227728930316e-05,238.0,1.1480775094902725e-05,0.00010365954959624502,3.5342105426109537e-06,2.2560948562019602e-05,4.247378025310817e-06
42,ENSG00000004139.15,SARM1,1517.0,58.39636163672259,False,True,False,False,False,False,109.0,3.6547098608154785e-06,159.0,1.0126213706275804e-05,177.0,1.2562914653481292e-05,226.0,1.138818819897609e-05,1.4716363448430439e-05,3.431187067262722e-05,4.4081208392135674e-05,4.276813328594511e-05
