,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,is_pseudo
0,ENSG00000000003.17,TSPAN6,1655.0,40.6578947368421,False,True,False,False,False,False
1,ENSG00000000005.6,TNMD,873.5,41.27252683315215,False,True,False,False,False,False
2,ENSG00000000419.15,DPM1,1074.5,37.57892132737843,False,True,False,False,False,False
3,ENSG00000000457.15,SCYL3,2870.0,44.61592423710979,False,True,False,False,False,False
4,ENSG00000000460.18,FIRRM,3086.5,41.769197509475696,False,True,False,False,False,False
5,ENSG00000000938.14,FGR,2385.5,57.133908799036774,False,True,False,False,False,False
6,ENSG00000000971.18,CFH,3096.5,39.22819911227539,False,True,False,False,False,False
7,ENSG00000001036.15,FUCA2,1316.0,48.23393167342212,False,True,False,False,False,False
8,ENSG00000001084.14,GCLC,1800.0,44.20079260237781,False,True,False,False,False,False
9,ENSG00000001167.16,NFYA,3759.0,46.880571574459665,False,True,False,False,False,False
10,ENSG00000001460.19,STPG1,1685.0,49.5114006514658,False,True,False,False,False,False
11,ENSG00000001461.20,NIPAL3,4112.0,49.732908866149884,False,True,False,False,False,False
12,ENSG00000001497.19,LAS1L,2386.0,53.900019688332556,False,True,False,False,False,False
13,ENSG00000001561.8,ENPP4,4665.0,34.65896942484499,False,True,False,False,False,False
14,ENSG00000001617.13,SEMA3F,3126.0,61.362371664672665,False,True,False,False,False,False
15,ENSG00000001626.19,CFTR,4037.0,41.2124580998066,False,True,False,False,False,False
16,ENSG00000001629.11,ANKIB1,4063.0,42.90984921398781,False,True,False,False,False,False
17,ENSG00000001630.19,CYP51A1,2220.0,41.0459587955626,False,True,False,False,False,False
18,ENSG00000001631.18,KRIT1,3835.0,39.06844106463878,False,True,False,False,False,False
19,ENSG00000002016.19,RAD52,1894.0,50.02794857462269,False,True,False,False,False,False
20,ENSG00000002330.15,BAD,954.0,65.91846919440059,False,True,False,False,False,False
21,ENSG00000002549.14,LAP3,850.0,47.01567435132981,False,True,False,False,False,False
22,ENSG00000002586.21,CD99,1057.0,54.93616558917803,False,True,False,False,False,False
23,ENSG00000002587.11,HS3ST1,1636.0,54.88997555012225,False,True,False,False,False,False
24,ENSG00000002726.22,AOC1,2465.0,60.40220104402454,False,True,False,False,False,False
25,ENSG00000002745.13,WNT16,2190.0,46.97444831591173,False,True,False,False,False,False
26,ENSG00000002746.16,HECW1,679.5,50.05673178149492,False,True,False,False,False,False
27,ENSG00000002822.17,MAD1L1,2551.0,62.22910216718266,False,True,False,False,False,False
28,ENSG00000002834.20,LASP1,3848.0,56.670224119530424,False,True,False,False,False,False
29,ENSG00000002919.16,SNX11,2165.0,52.060737527114966,False,True,False,False,False,False
30,ENSG00000002933.10,TMEM176A,1177.0,59.527559055118104,False,True,False,False,False,False
31,ENSG00000003056.9,M6PR,2198.0,45.714285714285715,False,True,False,False,False,False
32,ENSG00000003096.16,KLHL13,3256.0,42.2014449638759,False,True,False,False,False,False
33,ENSG00000003137.9,CYP26B1,4025.0,56.21158911325724,False,True,False,False,False,False
34,ENSG00000003147.20,ICA1,1781.0,47.29032258064516,False,True,False,False,False,False
35,ENSG00000003249.16,DBNDD1,2075.0,61.987457790641585,False,True,False,False,False,False
36,ENSG00000003393.17,ALS2,5760.0,45.19850187265917,False,True,False,False,False,False
37,ENSG00000003400.17,CASP10,1645.0,46.54422426292895,False,True,False,False,False,False
38,ENSG00000003402.22,CFLAR,1830.0,48.218610142500204,False,True,False,False,False,False
39,ENSG00000003436.17,TFPI,2619.5,35.58247725283516,False,True,False,False,False,False
40,ENSG00000003509.17,NDUFAF7,1332.5,43.00113303011686,False,True,False,False,True,False
41,ENSG00000003756.18,RBM5,1931.0,49.1903418292797,False,True,False,False,False,False
42,ENSG00000003987.15,MTMR7,729.0,45.65819514539774,False,True,False,False,False,False
43,ENSG00000003989.19,SLC7A2,6783.5,42.00174997498843,False,True,False,False,False,False
44,ENSG00000004059.12,ARF5,897.0,59.88495073002115,False,True,False,False,False,False
45,ENSG00000004139.15,SARM1,1517.0,58.39636163672259,False,True,False,False,False,False
46,ENSG00000004142.13,POLDIP2,2168.0,55.35221354166667,False,True,False,False,False,False
47,ENSG00000004399.14,PLXND1,640.0,58.84796206045832,False,True,False,False,False,False
48,ENSG00000004455.19,AK2,2951.0,46.22247350233824,False,True,False,False,False,False
49,ENSG00000004468.14,CD38,1410.0,46.15384615384616,False,True,False,False,False,False
50,ENSG00000004478.9,FKBP4,2015.0,54.08438061041293,False,True,False,False,False,False
51,ENSG00000004487.19,KDM1A,2897.5,51.1779471816231,False,True,False,False,False,False
52,ENSG00000004534.16,RBM6,2007.0,47.96829724696404,False,True,False,False,False,False
53,ENSG00000004660.16,CAMKK1,3574.0,58.69191498149344,False,True,False,False,False,False
54,ENSG00000004700.17,RECQL,3137.0,37.588892802446765,False,True,False,False,False,False
55,ENSG00000004766.18,VPS50,2742.0,38.16772765015223,False,True,False,False,False,False
56,ENSG00000004776.14,HSPB6,1026.0,64.22954329789046,False,True,False,False,False,False
57,ENSG00000004777.19,ARHGAP33,661.5,64.58524789104105,False,True,False,False,False,False
58,ENSG00000004779.11,NDUFAB1,665.0,48.421052631578945,False,True,False,False,True,False
59,ENSG00000004799.9,PDK4,3467.0,39.37996413015629,False,True,False,False,False,False
60,ENSG00000004809.15,SLC22A16,1559.5,47.79265356087828,False,True,False,False,False,False
61,ENSG00000004838.15,ZMYND10,1677.0,60.136728578005275,False,True,False,False,False,False
62,ENSG00000004846.17,ABCB5,2225.5,41.293090029651836,False,True,False,False,False,False
63,ENSG00000004848.8,ARX,100.0,61.0,False,True,False,False,False,False
64,ENSG00000004864.15,SLC25A13,2952.0,44.339622641509436,False,True,False,False,False,False
65,ENSG00000004866.23,ST7,1691.5,46.600475812846945,False,True,False,False,False,False
66,ENSG00000004897.13,CDC27,873.5,40.73815881447031,False,True,False,False,False,False
67,ENSG00000004939.16,SLC4A1,2157.5,57.921348964169646,False,True,False,False,False,False
68,ENSG00000004948.17,CALCR,2673.0,45.72510804408074,False,True,False,False,False,False
69,ENSG00000004961.16,HCCS,2153.5,43.58514254218085,False,True,False,False,False,False
70,ENSG00000004975.13,DVL2,1240.0,60.26831785345718,False,True,False,False,False,False
71,ENSG00000005001.11,PRSS22,1097.0,63.57176928764734,False,True,False,False,False,False
72,ENSG00000005007.15,UPF1,4229.5,60.36247674097703,False,True,False,False,False,False
73,ENSG00000005020.14,SKAP2,1504.5,39.78809278157626,False,True,False,False,False,False
74,ENSG00000005022.7,SLC25A5,1137.0,49.27357456140351,False,True,False,False,False,False
75,ENSG00000005059.17,MCUB,1100.0,43.64674573571938,False,True,False,False,False,False
76,ENSG00000005073.6,HOXA11,2403.0,54.51492227875714,False,True,False,False,False,False
77,ENSG00000005075.17,POLR2J,625.0,56.48,False,True,False,False,False,False
78,ENSG00000005100.13,DHX33,2416.0,52.223088923556936,False,True,False,False,False,False
79,ENSG00000005102.15,MEOX1,1190.0,57.083478123296075,False,True,False,False,False,False
80,ENSG00000005108.17,THSD7A,1125.5,46.11127249794542,False,True,False,False,False,False
81,ENSG00000005156.13,LIG3,3055.0,51.76646706586826,False,True,False,False,False,False
82,ENSG00000005175.11,RPAP3,2242.0,36.668217775709635,False,True,False,False,False,False
83,ENSG00000005187.13,ACSM3,2532.5,42.588697427601986,False,True,False,False,False,False
84,ENSG00000005189.21,REXO5,2156.0,48.018830914083956,False,True,False,False,False,False
85,ENSG00000005194.16,CIAPIN1,1664.0,50.03850886545359,False,True,False,False,False,False
86,ENSG00000005206.18,SPPL2B,2320.5,65.31053632938676,False,True,False,False,False,False
87,ENSG00000005238.21,ATOSB,3024.0,57.99071618037135,False,True,False,False,False,False
88,ENSG00000005243.11,COPZ2,765.0,55.784650630011456,False,True,False,False,False,False
89,ENSG00000005249.15,PRKAR2B,3423.0,35.13670738801628,False,True,False,False,False,False
90,ENSG00000005302.19,MSL3,2182.5,44.30344302408784,False,True,False,False,False,False
91,ENSG00000005339.15,CREBBP,535.5,49.06256055810348,False,True,False,False,False,False
92,ENSG00000005379.17,TSPOAP1,1504.0,60.723860589812325,False,True,False,False,False,False
93,ENSG00000005381.9,MPO,2149.0,57.07006369426752,False,True,False,False,False,False
94,ENSG00000005421.10,PON1,1311.0,42.722117202268436,False,True,False,False,False,False
95,ENSG00000005436.15,GCFC2,2622.0,39.307708643024,False,True,False,False,False,False
96,ENSG00000005448.18,WDR54,1094.0,58.386581469648554,False,True,False,False,False,False
97,ENSG00000005469.13,CROT,2959.0,40.04569190600522,False,True,False,False,False,False
98,ENSG00000005471.20,ABCB4,3768.0,45.31885599668405,False,True,False,False,False,False
99,ENSG00000005483.23,KMT2E,1759.0,43.3252427184466,False,True,False,False,False,False
100,ENSG00000005486.18,RHBDD2,1290.5,60.011403138625994,False,True,False,False,False,False
101,ENSG00000005513.11,SOX8,3571.5,64.2554489118803,False,True,False,False,False,False
102,ENSG00000005700.16,IBTK,5602.0,37.75529681236877,False,True,False,False,False,False
103,ENSG00000005801.19,ZNF195,742.0,44.07286678203013,False,True,False,False,False,False
104,ENSG00000005810.21,MYCBP2,4291.0,42.81922755606966,False,True,False,False,False,False
105,ENSG00000005812.12,FBXL3,3259.0,36.58074298711145,False,True,False,False,False,False
106,ENSG00000005844.20,ITGAL,892.5,55.533279958924915,False,True,False,False,False,False
107,ENSG00000005882.13,PDK2,1945.0,59.40357852882704,False,True,False,False,False,False
108,ENSG00000005884.19,ITGA3,860.0,59.94542974079127,False,True,False,False,False,False
109,ENSG00000005889.17,ZFX,3686.0,42.74381274870048,False,True,False,False,False,False
110,ENSG00000005893.18,LAMP2,1740.0,41.565918249856075,False,True,False,False,False,False
111,ENSG00000005961.20,ITGA2B,1170.0,60.74004390090938,False,True,False,False,False,False
112,ENSG00000005981.14,ASB4,3532.0,41.39450492483152,False,True,False,False,False,False
113,ENSG00000006007.13,GDE1,1928.0,45.680083454000766,False,True,False,False,False,False
114,ENSG00000006015.19,REX1BD,753.0,66.93811074918567,False,True,False,False,False,False
115,ENSG00000006016.13,CRLF1,1743.5,66.66311439436731,False,True,False,False,False,False
116,ENSG00000006025.14,OSBPL7,3558.0,61.02620087336245,False,True,False,False,False,False
117,ENSG00000006042.13,TMEM98,1509.5,52.086911679315236,False,True,False,False,False,False
118,ENSG00000006047.14,YBX2,1445.0,63.72430471584038,False,True,False,False,False,False
119,ENSG00000006059.4,KRT33A,1303.0,60.47582501918649,False,True,False,False,False,False
120,ENSG00000006062.19,MAP3K14,4442.0,59.454314720812185,False,True,False,False,False,False
121,ENSG00000006071.16,ABCC8,4760.5,57.99367743129578,False,True,False,False,False,False
122,ENSG00000006116.5,CACNG3,1871.0,52.18806497023746,False,True,False,False,False,False
123,ENSG00000006118.15,TMEM132A,717.0,67.02809768847504,False,True,False,False,False,False
124,ENSG00000006125.19,AP2B1,3193.0,46.47988115307234,False,True,False,False,False,False
125,ENSG00000006128.13,TAC1,1003.0,40.20409741012756,False,True,False,False,False,False
126,ENSG00000006194.12,ZNF263,3984.5,51.80192632243964,False,True,False,False,False,False
127,ENSG00000006210.7,CX3CL1,3299.0,59.89685942697946,False,True,False,False,False,False
128,ENSG00000006282.23,SPATA20,2312.0,61.32848763070645,False,True,False,False,False,False
129,ENSG00000006283.18,CACNA1G,6843.0,61.45184994737893,False,True,False,False,False,False
130,ENSG00000006327.15,TNFRSF12A,926.5,62.64752896875039,False,True,False,False,False,False
131,ENSG00000006377.11,DLX6,1612.0,54.20420420420421,False,True,False,False,False,False
132,ENSG00000006432.17,MAP3K9,4237.0,54.995674876136604,False,True,False,False,False,False
133,ENSG00000006451.9,RALA,2790.5,41.319349922760345,False,True,False,False,False,False
134,ENSG00000006453.15,BAIAP2L1,2063.0,51.65980795610425,False,True,False,False,False,False
135,ENSG00000006459.12,KDM7A,6350.0,39.5574459726305,False,True,False,False,False,False
136,ENSG00000006468.16,ETV1,3099.0,40.94681832154934,False,True,False,False,False,False
137,ENSG00000006530.19,AGK,2331.0,45.17000116182845,False,True,False,False,False,False
138,ENSG00000006534.18,ALDH3B1,2371.0,61.353868194842406,False,True,False,False,False,False
139,ENSG00000006555.12,TTC22,2631.5,60.60454202200634,False,True,False,False,False,False
140,ENSG00000006576.18,PHTF2,4594.5,36.79092786441643,False,True,False,False,False,False
141,ENSG00000006606.9,CCL26,589.0,51.92603129445234,False,True,False,False,False,False
142,ENSG00000006607.15,FARP2,702.0,54.10385259631491,False,True,False,False,False,False
143,ENSG00000006611.18,USH1C,1671.5,55.83863837312113,False,True,False,False,False,False
144,ENSG00000006625.19,GGCT,983.0,43.468061618746546,False,True,False,False,False,False
145,ENSG00000006634.9,DBF4,2380.5,39.062206498315895,False,True,False,False,False,False
146,ENSG00000006638.14,TBXA2R,2633.0,63.30209084354722,False,True,False,False,False,False
147,ENSG00000006652.15,IFRD1,1377.5,41.56261017854271,False,True,False,False,False,False
148,ENSG00000006659.13,LGALS14,599.0,46.695095948827294,False,True,False,False,False,False
149,ENSG00000006695.13,COX10,2408.5,51.530779242033404,False,True,False,False,True,False
150,ENSG00000006704.12,GTF2IRD1,3118.5,58.60938932599367,False,True,False,False,False,False
151,ENSG00000006712.16,PAF1,1785.5,55.94145045062252,False,True,False,False,False,False
152,ENSG00000006715.17,VPS41,3158.0,41.27979181516093,False,True,False,False,False,False
153,ENSG00000006740.19,ARHGAP44,3508.0,55.080859280714456,False,True,False,False,False,False
154,ENSG00000006744.20,ELAC2,2840.0,55.92552810597924,False,True,False,False,False,False
155,ENSG00000006747.16,SCIN,1438.5,46.26128142015365,False,True,False,False,False,False
156,ENSG00000006756.17,ARSD,2096.0,54.752105889977585,False,True,False,False,False,False
157,ENSG00000006757.13,PNPLA4,1103.0,49.01077953633228,False,True,False,False,False,False
158,ENSG00000006788.14,MYH13,5994.0,52.46913580246913,False,True,False,False,False,False
159,ENSG00000006831.11,ADIPOR2,4043.0,47.49878581835843,False,True,False,False,False,False
160,ENSG00000006837.12,CDKL3,1307.5,38.15488150747488,False,True,False,False,False,False
161,ENSG00000007001.15,UPP2,2373.5,41.42231114487131,False,True,False,False,False,False
162,ENSG00000007038.12,PRSS21,837.0,58.815575668610805,False,True,False,False,False,False
163,ENSG00000007047.17,MARK4,789.0,59.25063094544749,False,True,False,False,False,False
164,ENSG00000007062.13,PROM1,3916.0,43.39950372208436,False,True,False,False,False,False
165,ENSG00000007080.12,CCDC124,996.0,65.30100378389741,False,True,False,False,False,False
166,ENSG00000007129.19,CEACAM21,1398.5,55.61223445389619,False,True,False,False,False,False
167,ENSG00000007168.16,PAFAH1B1,3142.0,41.762873373648524,False,True,False,False,False,False
168,ENSG00000007171.20,NOS2,4063.0,57.18738978591719,False,True,False,False,False,False
169,ENSG00000007174.18,DNAH9,854.0,51.89993435927358,False,True,False,False,False,False
170,ENSG00000007202.17,BLTP2,1426.5,51.733280347349876,False,True,False,False,False,False
171,ENSG00000007216.17,SLC13A2,2329.5,58.48751118341515,False,True,False,False,False,False
172,ENSG00000007237.20,GAS7,781.5,55.82660382162279,False,True,False,False,False,False
173,ENSG00000007255.11,TRAPPC6A,695.0,63.0,False,True,False,False,False,False
174,ENSG00000007264.16,MATK,1965.0,65.49648946840522,False,True,False,False,False,False
175,ENSG00000007306.16,CEACAM7,2401.5,44.299065238508334,False,True,False,False,False,False
176,ENSG00000007312.15,CD79B,1159.0,60.340425531914896,False,True,False,False,False,False
177,ENSG00000007314.12,SCN4A,577.0,57.67195767195767,False,True,False,False,False,False
178,ENSG00000007341.20,ST7L,1836.0,44.450131292428644,False,True,False,False,False,False
179,ENSG00000007350.18,TKTL1,565.0,50.11337868480725,False,True,False,False,False,False
180,ENSG00000007372.25,PAX6,1736.0,51.50501672240802,False,True,False,False,False,False
181,ENSG00000007376.9,RPUSD1,1850.5,67.07292676030207,False,True,False,False,False,False
182,ENSG00000007384.16,RHBDF1,2932.0,62.6174515375198,False,True,False,False,False,False
183,ENSG00000007392.18,LUC7L,1218.0,53.544693043287836,False,True,False,False,False,False
184,ENSG00000007402.13,CACNA2D2,5316.5,58.2676695901974,False,True,False,False,False,False
185,ENSG00000007516.16,BAIAP3,4440.0,63.988463123197356,False,True,False,False,False,False
186,ENSG00000007520.5,TSR3,1164.5,66.90726071663474,False,True,False,False,False,False
187,ENSG00000007541.18,PIGQ,2054.0,65.8578856152513,False,True,False,False,False,False
188,ENSG00000007545.17,CRAMP1,4167.5,57.5478713670496,False,True,False,False,False,False
189,ENSG00000007866.22,TEAD3,2729.0,59.81245813797723,False,True,False,False,False,False
190,ENSG00000007908.16,SELE,3389.0,41.66666666666667,False,True,False,False,False,False
191,ENSG00000007923.18,DNAJC11,3027.0,54.47613736854853,False,True,False,False,False,False
192,ENSG00000007933.14,FMO3,1993.5,43.31679733573857,False,True,False,False,False,False
193,ENSG00000007944.16,MYLIP,2934.0,46.29639719688841,False,True,False,False,False,False
194,ENSG00000007952.19,NOX1,2303.0,43.7410071942446,False,True,False,False,False,False
195,ENSG00000007968.8,E2F2,5189.0,57.42879137798307,False,True,False,False,False,False
196,ENSG00000008018.10,PSMB1,938.0,47.923681257014586,False,True,False,False,False,False
197,ENSG00000008056.15,SYN1,3130.0,61.6822429906542,False,True,False,False,False,False
198,ENSG00000008083.15,JARID2,5221.5,51.12184090485029,False,True,False,False,False,False
199,ENSG00000008086.13,CDKL5,2130.0,42.857142857142854,False,True,False,False,False,False
200,ENSG00000008118.11,CAMK1G,2456.0,53.72340425531915,False,True,False,False,False,False
201,ENSG00000008128.24,CDK11A,2275.0,56.841670111616374,False,True,False,False,False,False
202,ENSG00000008130.16,NADK,3138.5,56.52180379623631,False,True,False,False,False,False
203,ENSG00000008196.13,TFAP2B,835.0,59.222082810539526,False,True,False,False,False,False
204,ENSG00000008197.5,TFAP2D,1377.5,46.42951257157915,False,True,False,False,False,False
205,ENSG00000008226.21,DLEC1,3149.0,54.298583999160414,False,True,False,False,False,False
206,ENSG00000008256.18,CYTH3,600.0,55.5813471892767,False,True,False,False,False,False
207,ENSG00000008277.16,ADAM22,3466.0,43.027346682385165,False,True,False,False,False,False
208,ENSG00000008282.11,SYPL1,1077.0,38.93805309734513,False,True,False,False,False,False
209,ENSG00000008283.17,CYB561,1824.5,60.73931046200671,False,True,False,False,False,False
210,ENSG00000008294.23,SPAG9,4707.5,44.7862354268522,False,True,False,False,False,False
211,ENSG00000008300.17,CELSR3,4465.0,60.1169938289705,False,True,False,False,False,False
212,ENSG00000008311.17,AASS,3619.0,39.53931416695532,False,True,False,False,False,False
213,ENSG00000008323.17,PLEKHG6,2848.0,60.9375,False,True,False,False,False,False
214,ENSG00000008324.13,SS18L2,898.0,44.38920789642478,False,True,False,False,False,False
215,ENSG00000008382.17,MPND,1460.0,64.85099892267816,False,True,False,False,False,False
216,ENSG00000008394.14,MGST1,975.0,39.46442625831939,False,True,False,False,False,False
217,ENSG00000008405.13,CRY1,2999.5,45.941232281008766,False,True,False,False,False,False
218,ENSG00000008438.5,PGLYRP1,708.0,62.005649717514125,False,True,False,False,False,False
219,ENSG00000008441.19,NFIX,1487.0,59.51536643026005,False,True,False,False,False,False
220,ENSG00000008513.18,ST3GAL1,2789.0,54.33006535947712,False,True,False,False,False,False
221,ENSG00000008516.20,MMP25,3662.0,66.22210125204137,False,True,False,False,False,False
222,ENSG00000008517.20,IL32,853.0,57.63115238572861,False,True,False,False,False,False
223,ENSG00000008710.20,PKD1,666.0,64.92518872948355,False,True,False,False,False,False
224,ENSG00000008735.15,MAPK8IP2,3322.5,67.01073448362811,False,True,False,False,False,False
225,ENSG00000008838.22,MED24,3185.5,57.26991708261687,False,True,False,False,False,False
226,ENSG00000008853.19,RHOBTB2,3441.0,58.45007343880144,False,True,False,False,False,False
227,ENSG00000008869.13,HEATR5B,6756.0,43.51673272026004,False,True,False,False,False,False
228,ENSG00000008952.18,SEC62,1853.0,36.59683625480975,False,True,False,False,False,False
229,ENSG00000008988.12,RPS20,671.0,46.335697399527184,False,True,False,True,False,False
230,ENSG00000009307.18,CSDE1,3736.0,41.16030534351145,False,True,False,False,False,False
231,ENSG00000009335.20,UBE3C,5020.0,47.33980582524272,False,True,False,False,False,False
232,ENSG00000009413.17,REV3L,1704.5,39.041454251901456,False,True,False,False,False,False
233,ENSG00000009694.14,TENM1,12875.0,43.0501217981841,False,True,False,False,False,False
234,ENSG00000009709.14,PAX7,5939.0,54.93468795355588,False,True,False,False,False,False
235,ENSG00000009724.19,MASP2,2281.0,51.110996747665695,False,True,False,False,False,False
236,ENSG00000009765.16,IYD,1180.0,46.25074985002999,False,True,False,False,False,False
237,ENSG00000009780.17,FAM76A,1926.0,43.81874175098988,False,True,False,False,False,False
238,ENSG00000009790.16,TRAF3IP3,1913.5,51.88548209503195,False,True,False,False,False,False
239,ENSG00000009830.14,POMT2,556.0,54.268574065528384,False,True,False,False,False,False
240,ENSG00000009844.17,VTA1,2395.0,38.00856578506098,False,True,False,False,False,False
241,ENSG00000009950.17,MLXIPL,3197.5,63.43443914561597,False,True,False,False,False,False
242,ENSG00000009954.11,BAZ1B,5428.0,47.96402289452167,False,True,False,False,False,False
243,ENSG00000010017.14,RANBP9,3316.5,49.69479855637583,False,True,False,False,False,False
244,ENSG00000010030.14,ETV7,1550.0,58.79425063738685,False,True,False,False,False,False
245,ENSG00000010072.17,SPRTN,1667.0,43.01139772045591,False,True,False,False,False,False
246,ENSG00000010165.21,METTL13,2865.0,51.35135135135135,False,True,False,False,False,False
247,ENSG00000010219.14,DYRK4,587.0,48.31521739130435,False,True,False,False,False,False
248,ENSG00000010244.20,ZNF207,2074.0,44.4097995545657,False,True,False,False,False,False
249,ENSG00000010256.13,UQCRC1,1507.0,58.52687458526875,False,True,False,False,True,False
250,ENSG00000010270.15,STARD3NL,1670.5,42.60831476894131,False,True,False,False,False,False
251,ENSG00000010278.16,CD9,1225.0,47.44224422442244,False,True,False,False,False,False
252,ENSG00000010282.16,HHATL,1677.0,58.1772784019975,False,True,False,False,False,False
253,ENSG00000010292.14,NCAPD2,2844.0,52.540192926045016,False,True,False,False,False,False
254,ENSG00000010295.21,IFFO1,2683.0,62.26605880606067,False,True,False,False,False,False
255,ENSG00000010310.10,GIPR,1611.5,58.180642156614695,False,True,False,False,False,False
256,ENSG00000010318.23,PHF7,1571.5,48.76083316979093,False,True,False,False,False,False
257,ENSG00000010319.8,SEMA3G,2737.0,61.7663493461893,False,True,False,False,False,False
258,ENSG00000010322.17,NISCH,2975.0,59.54417108846634,False,True,False,False,False,False
259,ENSG00000010327.11,STAB1,7720.0,62.50160359204619,False,True,False,False,False,False
260,ENSG00000010361.15,FUZ,1500.0,61.69516715149208,False,True,False,False,False,False
261,ENSG00000010379.17,SLC6A13,583.5,55.68678380443086,False,True,False,False,False,False
262,ENSG00000010404.19,IDS,2386.0,48.72886824106337,False,True,False,False,False,False
263,ENSG00000010438.17,PRSS3,787.0,55.5921052631579,False,True,False,False,False,False
264,ENSG00000010539.13,ZNF200,3002.0,45.63328760859625,False,True,False,False,False,False
265,ENSG00000010610.11,CD4,1020.5,54.71323698750854,False,True,False,False,False,False
266,ENSG00000010626.16,LRRC23,1100.5,54.17678192106531,False,True,False,False,False,False
267,ENSG00000010671.19,BTK,2431.0,46.75728155339806,False,True,False,False,False,False
268,ENSG00000010704.20,HFE,1305.5,50.64441652467126,False,True,False,False,False,False
269,ENSG00000010803.19,SCMH1,2763.5,54.688706673472105,False,True,False,False,False,False
270,ENSG00000010810.19,FYN,2306.5,48.99472385879575,False,True,False,False,False,False
271,ENSG00000010818.12,HIVEP2,8952.5,46.86695381885433,False,True,False,False,False,False
272,ENSG00000010932.17,FMO1,2077.5,44.83737915431685,False,True,False,False,False,False
273,ENSG00000011007.14,ELOA,4838.0,47.29002896152255,False,True,False,False,False,False
274,ENSG00000011009.13,LYPLA2,1601.0,61.63175303197354,False,True,False,False,False,False
275,ENSG00000011021.24,CLCN6,1992.0,53.38787110623758,False,True,False,False,False,False
276,ENSG00000011028.14,MRC2,2025.0,63.70370370370371,False,True,False,False,False,False
277,ENSG00000011052.21,NME1-NME2,1021.0,53.24384787472036,False,True,False,False,False,False
278,ENSG00000011083.9,SLC6A7,2431.0,60.827586206896555,False,True,False,False,False,False
279,ENSG00000011105.15,TSPAN9,1676.0,57.68482490272373,False,True,False,False,False,False
280,ENSG00000011114.16,BTBD7,3251.5,46.21684680284882,False,True,False,False,False,False
281,ENSG00000011132.13,APBA3,1923.0,66.01661373578114,False,True,False,False,False,False
