,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,is_pseudo
0,HUMAN_ENSG00000000003.16,HUMAN_TSPAN6,2396.5,41.41760261122106,False,True,False,False,False,False
1,HUMAN_ENSG00000000005.6,HUMAN_TNMD,873.5,41.27252683315215,False,True,False,False,False,False
2,HUMAN_ENSG00000000419.14,HUMAN_DPM1,1262.0,37.62935632926974,False,True,False,False,False,False
3,HUMAN_ENSG00000000457.14,HUMAN_SCYL3,2916.0,44.530744336569576,False,True,False,False,False,False
4,HUMAN_ENSG00000000460.17,HUMAN_FIRRM,2661.0,40.92071611253197,False,True,False,False,False,False
5,HUMAN_ENSG00000000938.13,HUMAN_FGR,2021.0,57.618437900128036,False,True,False,False,False,False
6,HUMAN_ENSG00000000971.17,HUMAN_CFH,3057.0,39.26929591096056,False,True,False,False,False,False
7,HUMAN_ENSG00000001036.14,HUMAN_FUCA2,737.0,44.19287211740042,False,True,False,False,False,False
8,HUMAN_ENSG00000001084.13,HUMAN_GCLC,1405.5,43.74988083727138,False,True,False,False,False,False
9,HUMAN_ENSG00000001167.15,HUMAN_NFYA,3934.5,48.762338773680646,False,True,False,False,False,False
10,HUMAN_ENSG00000001460.18,HUMAN_STPG1,791.5,45.39385488908659,False,True,False,False,False,False
11,HUMAN_ENSG00000001461.17,HUMAN_NIPAL3,1757.0,52.248150256118386,False,True,False,False,False,False
12,HUMAN_ENSG00000001497.18,HUMAN_LAS1L,3441.0,52.6857654431513,False,True,False,False,False,False
13,HUMAN_ENSG00000001561.7,HUMAN_ENPP4,4644.0,34.43152454780362,False,True,False,False,False,False
14,HUMAN_ENSG00000001617.12,HUMAN_SEMA3F,936.0,61.30742049469965,False,True,False,False,False,False
15,HUMAN_ENSG00000001626.18,HUMAN_CFTR,2565.5,41.21816581626969,False,True,False,False,False,False
16,HUMAN_ENSG00000001629.10,HUMAN_ANKIB1,723.0,42.63565891472868,False,True,False,False,False,False
17,HUMAN_ENSG00000001630.18,HUMAN_CYP51A1,1729.0,41.0459587955626,False,True,False,False,False,False
18,HUMAN_ENSG00000001631.17,HUMAN_KRIT1,3903.0,38.597922738514924,False,True,False,False,False,False
19,HUMAN_ENSG00000002016.18,HUMAN_RAD52,1139.0,53.71287128712871,False,True,False,False,False,False
20,HUMAN_ENSG00000002079.15,HUMAN_MYH16,5836.0,54.386566141192596,False,False,False,False,False,True
21,HUMAN_ENSG00000002330.14,HUMAN_BAD,552.0,64.67391304347827,False,True,False,False,False,False
22,HUMAN_ENSG00000002549.13,HUMAN_LAP3,813.0,47.368421052631575,False,True,False,False,False,False
23,HUMAN_ENSG00000002586.20,HUMAN_CD99,815.0,54.57516339869281,False,True,False,False,False,False
24,HUMAN_ENSG00000002587.10,HUMAN_HS3ST1,496.0,65.78411405295316,False,True,False,False,False,False
25,HUMAN_ENSG00000002726.21,HUMAN_AOC1,2453.0,60.12176560121766,False,True,False,False,False,False
26,HUMAN_ENSG00000002745.13,HUMAN_WNT16,2190.0,46.97444831591173,False,True,False,False,False,False
27,HUMAN_ENSG00000002746.15,HUMAN_HECW1,609.0,49.029126213592235,False,True,False,False,False,False
28,HUMAN_ENSG00000002822.16,HUMAN_MAD1L1,603.0,62.26345083487941,False,True,False,False,False,False
29,HUMAN_ENSG00000002834.19,HUMAN_LASP1,1445.0,59.06507027238562,False,True,False,False,False,False
30,HUMAN_ENSG00000002919.15,HUMAN_SNX11,965.0,52.2202486678508,False,True,False,False,False,False
31,HUMAN_ENSG00000002933.9,HUMAN_TMEM176A,896.0,54.30711610486891,False,True,False,False,False,False
32,HUMAN_ENSG00000003056.8,HUMAN_M6PR,648.0,48.538961038961034,False,True,False,False,False,False
33,HUMAN_ENSG00000003096.15,HUMAN_KLHL13,3245.0,41.458556137643946,False,True,False,False,False,False
34,HUMAN_ENSG00000003137.9,HUMAN_CYP26B1,4025.0,56.21158911325724,False,True,False,False,False,False
35,HUMAN_ENSG00000003147.19,HUMAN_ICA1,1415.0,46.88139059304704,False,True,False,False,False,False
36,HUMAN_ENSG00000003249.15,HUMAN_DBNDD1,2073.0,61.163032191069576,False,True,False,False,False,False
37,HUMAN_ENSG00000003393.16,HUMAN_ALS2,5727.0,45.19355436191888,False,True,False,False,False,False
38,HUMAN_ENSG00000003400.16,HUMAN_CASP10,1414.0,46.13620324629499,False,True,False,False,False,False
39,HUMAN_ENSG00000003402.21,HUMAN_CFLAR,960.5,46.44678887902369,False,True,False,False,False,False
40,HUMAN_ENSG00000003436.16,HUMAN_TFPI,768.5,40.39860232504223,False,True,False,False,False,False
41,HUMAN_ENSG00000003509.16,HUMAN_NDUFAF7,845.0,45.08301404853129,False,True,False,False,True,False
42,HUMAN_ENSG00000003756.17,HUMAN_RBM5,605.0,46.89444298750708,False,True,False,False,False,False
43,HUMAN_ENSG00000003987.14,HUMAN_MTMR7,584.0,46.44128113879004,False,True,False,False,False,False
44,HUMAN_ENSG00000003989.18,HUMAN_SLC7A2,7558.5,41.20536946191392,False,True,False,False,False,False
45,HUMAN_ENSG00000004059.11,HUMAN_ARF5,566.5,59.73624243973081,False,True,False,False,False,False
46,HUMAN_ENSG00000004139.14,HUMAN_SARM1,1005.0,57.90041820990647,False,True,False,False,False,False
47,HUMAN_ENSG00000004142.12,HUMAN_POLDIP2,2097.0,55.045784305051754,False,True,False,False,False,False
48,HUMAN_ENSG00000004399.13,HUMAN_PLXND1,626.0,58.78594249201278,False,True,False,False,False,False
49,HUMAN_ENSG00000004455.18,HUMAN_AK2,3042.0,46.00480405207628,False,True,False,False,False,False
50,HUMAN_ENSG00000004468.13,HUMAN_CD38,1560.0,47.69230769230769,False,True,False,False,False,False
51,HUMAN_ENSG00000004478.8,HUMAN_FKBP4,498.5,51.302062493179584,False,True,False,False,False,False
52,HUMAN_ENSG00000004487.18,HUMAN_KDM1A,3011.0,49.567964646446335,False,True,False,False,False,False
53,HUMAN_ENSG00000004534.15,HUMAN_RBM6,841.5,47.977300369583574,False,True,False,False,False,False
54,HUMAN_ENSG00000004660.15,HUMAN_CAMKK1,3540.0,58.300655931538984,False,True,False,False,False,False
55,HUMAN_ENSG00000004700.16,HUMAN_RECQL,766.0,43.05882352941177,False,True,False,False,False,False
56,HUMAN_ENSG00000004766.17,HUMAN_VPS50,760.0,37.23902087832973,False,True,False,False,False,False
57,HUMAN_ENSG00000004776.13,HUMAN_HSPB6,711.0,65.71936056838365,False,True,False,False,False,False
58,HUMAN_ENSG00000004777.19,HUMAN_ARHGAP33,661.5,64.58524789104105,False,True,False,False,False,False
59,HUMAN_ENSG00000004779.10,HUMAN_NDUFAB1,665.0,47.570621468926554,False,True,False,False,True,False
60,HUMAN_ENSG00000004799.8,HUMAN_PDK4,691.0,39.16083916083916,False,True,False,False,False,False
61,HUMAN_ENSG00000004809.14,HUMAN_SLC22A16,1461.0,47.407804407470714,False,True,False,False,False,False
62,HUMAN_ENSG00000004838.14,HUMAN_ZMYND10,707.0,60.35502958579882,False,True,False,False,False,False
63,HUMAN_ENSG00000004846.17,HUMAN_ABCB5,2225.5,41.293090029651836,False,True,False,False,False,False
64,HUMAN_ENSG00000004848.8,HUMAN_ARX,100.0,61.0,False,True,False,False,False,False
65,HUMAN_ENSG00000004864.14,HUMAN_SLC25A13,573.0,44.60554442457624,False,True,False,False,False,False
66,HUMAN_ENSG00000004866.22,HUMAN_ST7,1356.0,46.15506838294449,False,True,False,False,False,False
67,HUMAN_ENSG00000004897.12,HUMAN_CDC27,765.0,41.01167315175097,False,True,False,False,False,False
68,HUMAN_ENSG00000004939.16,HUMAN_SLC4A1,2157.5,57.921348964169646,False,True,False,False,False,False
69,HUMAN_ENSG00000004948.16,HUMAN_CALCR,1774.0,45.095828635851184,False,True,False,False,False,False
70,HUMAN_ENSG00000004961.15,HUMAN_HCCS,2277.0,42.21453287197232,False,True,False,False,False,False
71,HUMAN_ENSG00000004975.12,HUMAN_DVL2,900.0,60.321177651388425,False,True,False,False,False,False
72,HUMAN_ENSG00000005001.10,HUMAN_PRSS22,911.0,63.34061850770344,False,True,False,False,False,False
73,HUMAN_ENSG00000005007.14,HUMAN_UPF1,3084.0,60.12050461306722,False,True,False,False,False,False
74,HUMAN_ENSG00000005020.13,HUMAN_SKAP2,577.0,41.59445407279029,False,True,False,False,False,False
75,HUMAN_ENSG00000005022.6,HUMAN_SLC25A5,629.0,50.61939432830664,False,True,False,False,False,False
76,HUMAN_ENSG00000005059.16,HUMAN_MCUB,1130.0,39.91031390134529,False,True,False,False,False,False
77,HUMAN_ENSG00000005073.6,HUMAN_HOXA11,2403.0,54.51492227875714,False,True,False,False,False,False
78,HUMAN_ENSG00000005075.16,HUMAN_POLR2J,937.0,55.49626467449307,False,True,False,False,False,False
79,HUMAN_ENSG00000005100.13,HUMAN_DHX33,2416.0,52.223088923556936,False,True,False,False,False,False
80,HUMAN_ENSG00000005102.14,HUMAN_MEOX1,1206.0,58.374792703150916,False,True,False,False,False,False
81,HUMAN_ENSG00000005108.17,HUMAN_THSD7A,1125.5,46.11127249794542,False,True,False,False,False,False
82,HUMAN_ENSG00000005156.12,HUMAN_LIG3,768.5,51.531874554006265,False,True,False,False,False,False
83,HUMAN_ENSG00000005175.10,HUMAN_RPAP3,621.0,36.03603603603604,False,True,False,False,False,False
84,HUMAN_ENSG00000005187.12,HUMAN_ACSM3,756.0,42.46504401864319,False,True,False,False,False,False
85,HUMAN_ENSG00000005189.20,HUMAN_REXO5,720.0,47.404985696771554,False,True,False,False,False,False
86,HUMAN_ENSG00000005194.15,HUMAN_CIAPIN1,910.0,50.2970297029703,False,True,False,False,False,False
87,HUMAN_ENSG00000005206.17,HUMAN_SPPL2B,883.0,64.56146707573389,False,True,False,False,False,False
88,HUMAN_ENSG00000005238.20,HUMAN_ATOSB,2999.0,57.68589529843281,False,True,False,False,False,False
89,HUMAN_ENSG00000005243.10,HUMAN_COPZ2,638.0,53.04617542345453,False,True,False,False,False,False
90,HUMAN_ENSG00000005249.14,HUMAN_PRKAR2B,3408.0,34.35778486517832,False,True,False,False,False,False
91,HUMAN_ENSG00000005302.19,HUMAN_MSL3,2182.5,44.30344302408784,False,True,False,False,False,False
92,HUMAN_ENSG00000005339.15,HUMAN_CREBBP,535.5,49.06256055810348,False,True,False,False,False,False
93,HUMAN_ENSG00000005379.17,HUMAN_TSPOAP1,1504.0,60.723860589812325,False,True,False,False,False,False
94,HUMAN_ENSG00000005381.9,HUMAN_MPO,2149.0,57.07006369426752,False,True,False,False,False,False
95,HUMAN_ENSG00000005421.9,HUMAN_PON1,818.0,41.17479477892497,False,True,False,False,False,False
96,HUMAN_ENSG00000005436.14,HUMAN_GCFC2,1066.0,37.92325056433409,False,True,False,False,False,False
97,HUMAN_ENSG00000005448.17,HUMAN_WDR54,882.5,57.98974019929635,False,True,False,False,False,False
98,HUMAN_ENSG00000005469.12,HUMAN_CROT,1213.0,35.36685902720528,False,True,False,False,False,False
99,HUMAN_ENSG00000005471.19,HUMAN_ABCB4,2059.5,44.191251683731856,False,True,False,False,False,False
100,HUMAN_ENSG00000005483.23,HUMAN_KMT2E,1759.0,43.3252427184466,False,True,False,False,False,False
101,HUMAN_ENSG00000005486.17,HUMAN_RHBDD2,803.0,59.811616954474104,False,True,False,False,False,False
102,HUMAN_ENSG00000005513.11,HUMAN_SOX8,3571.5,64.2554489118803,False,True,False,False,False,False
103,HUMAN_ENSG00000005700.15,HUMAN_IBTK,4273.0,37.88631058135282,False,True,False,False,False,False
104,HUMAN_ENSG00000005801.18,HUMAN_ZNF195,610.0,46.678966789667896,False,True,False,False,False,False
105,HUMAN_ENSG00000005810.20,HUMAN_MYCBP2,3660.0,42.723475355054305,False,True,False,False,False,False
106,HUMAN_ENSG00000005812.11,HUMAN_FBXL3,827.0,43.96115440847453,False,True,False,False,False,False
107,HUMAN_ENSG00000005844.19,HUMAN_ITGAL,580.0,56.2494731320776,False,True,False,False,False,False
108,HUMAN_ENSG00000005882.12,HUMAN_PDK2,602.5,58.58647450110864,False,True,False,False,False,False
109,HUMAN_ENSG00000005884.18,HUMAN_ITGA3,713.5,59.22385833267412,False,True,False,False,False,False
110,HUMAN_ENSG00000005889.16,HUMAN_ZFX,673.0,40.09216589861751,False,True,False,False,False,False
111,HUMAN_ENSG00000005893.17,HUMAN_LAMP2,2893.0,39.82766874102441,False,True,False,False,False,False
112,HUMAN_ENSG00000005961.19,HUMAN_ITGA2B,572.0,60.602175602175606,False,True,False,False,False,False
113,HUMAN_ENSG00000005981.13,HUMAN_ASB4,1547.0,46.56357388316151,False,True,False,False,False,False
114,HUMAN_ENSG00000006007.12,HUMAN_GDE1,1618.0,44.47334200260078,False,True,False,False,False,False
115,HUMAN_ENSG00000006015.18,HUMAN_REX1BD,924.0,64.63735634274076,False,True,False,False,False,False
116,HUMAN_ENSG00000006016.12,HUMAN_CRLF1,770.0,66.34652798563305,False,True,False,False,False,False
117,HUMAN_ENSG00000006025.13,HUMAN_OSBPL7,1224.0,61.131992944824546,False,True,False,False,False,False
118,HUMAN_ENSG00000006042.12,HUMAN_TMEM98,808.0,55.660377358490564,False,True,False,False,False,False
